YYYY/MM/DD	HH:mm:ss	Type	Level	Origin	Message
2015/04/05	13:54:34.661629	Error	104	ValuePool	VP_dms1 Prod.: DMS_Logger at dms1 with IP 192.168.75.50 port 39025: 1-104 | [WPI_TCPIP: Receive 3442]: Connection reset by peer; Can't decode data
2015/04/05	13:54:34.679048	Warning	0	ValuePool	VP_dms1 Cycl.: DMS.DMS_Frontend.ADAN1 at dms1 with IP 192.168.75.50 port 57105: Cleanup Prod.
2015/04/05	13:54:34.679911	Warning	0	ValuePool	VP_dms1 Cycl.: DMS_Logger at dms1 with IP 192.168.75.50 port 39025: Cleanup Prod.
2015/04/05	13:54:35.709555	Information	1070460574	DMS.DMS_Frontend.ADAC1	[Online-Display - Stop] Online-Display terminates it's execution after 18106750ms
2015/04/05	13:54:35.709975	Information	269640418	DMS.DMS_Frontend.ADAC1	[Main - Stop]  terminates it's execution after 18106740ms
2015/04/05	13:54:36.790946	Error	104	ValuePool	VP_dms1 Appl.: App at dms1 with IP 127.0.0.1 port 45853: 1-104 | [WPI_TCPIP: Receive 3442]: Connection reset by peer; Can't decode data
2015/04/05	13:54:36.792722	Error	104	ValuePool	VP_dms1 Prod.: DMS_Logger at dms1 with IP 192.168.75.50 port 58270: 1-104 | [WPI_TCPIP: Receive 3442]: Connection reset by peer; Can't decode data
2015/04/05	13:54:36.793600	Error	104	ValuePool	VP_dms1 Appl.: App at dms1 with IP 127.0.0.1 port 57056: 1-104 | [WPI_TCPIP: Receive 3442]: Connection reset by peer; Can't decode data
2015/04/05	13:54:36.794165	Error	104	ValuePool	VP_dms1 Prod.: DMS.DMS_Frontend.ADAC1 at dms1 with IP 192.168.75.50 port 57079: 1-104 | [WPI_TCPIP: Receive 3442]: Connection reset by peer; Can't decode data
2015/04/05	13:54:36.795201	Error	104	ValuePool	VP_dms1 Appl.: App at dms1 with IP 127.0.0.1 port 56570: 1-104 | [WPI_TCPIP: Receive 3442]: Connection reset by peer; Can't decode data
2015/04/05	13:54:36.798466	Warning	0	ValuePool	VP_dms1 Cycl.: DMS.DMS_Frontend.ADAC1 at dms1 with IP 192.168.75.50 port 57079: Cleanup Prod.
2015/04/05	13:54:36.799262	Warning	0	ValuePool	VP_dms1 Cycl.: DMS_Logger at dms1 with IP 192.168.75.50 port 58270: Cleanup Prod.
2015/04/05	13:54:38.728557	Information	269640418	DMS.DMS_ExternalDeviceMonitor	[Main - Stop] Stopping
2015/04/05	13:54:40.896387	Information	0	ValuePool	VP_dms1 Cons.: ErrorLogger at dms1 with IP 192.168.75.50 port 59687: Terminated
